번호,id,case_number,case_name,court_name,judgment_date,case_type,judgment_type,instance,disposition,summary,holding,statutes,precedents,keywords,full_text,legal_category,legal_category_ko,legal_categories_all
55,CASE_2025_00055,2024다306721,근저당권말소,대법원,2025-09-04,민사,판결,상고심,파기환송,"[1] 근저당권의 피담보채권이 존재하지 않는다는 것이 확정된 경우, 근저당권 설정등기를 말소하여야 하는지 여부 (적극) 및 근저당권의 성립 당시 근저당권의 피담보채권을 성립시키는 법률행위가 없었다는 주장이 있는 경우, 그러한 법률행위가 있었다는 점에 대한 증명책임의 소재(=법률행위의 존재를 주장하는 측) [2] 명의수탁자로부터 신탁재산을 증여받은 제3자가 명의수탁자의 명의신탁자에 대한 배임행위에 적극 가담하였는지 여부를 판단할 때 고려할 요소","상고이유를 판단한다. 1. 원심은 판시와 같은 이유로 다음과 같이 판단하였다. 이 사건 토지를 비롯한 이 사건 사업 대상 토지들에 관하여 매도인 소외 1과 매매계약을 체결한 실제 매수인은 이 사건 조합이고, 이 사건 토지에 관하여 소외 2 명의로 마친 지분소유권이전등기는 3자간 등기명의신탁에 해당하여 무효이다. 이와 같이 무효인 지분소유권이전등기에 기하여 피고(선정당사자, 이하 ‘피고’라고 한다) 및 선정자 2 명의의 각 근저당권설정등기(이하 ‘이 사건 각 근저당권설정등기’라고 한다)와 선정자 3 명의의 지분소유권이전등기(이하 ‘이 사건 지분소유권이전등기’라고 한다)가 마쳐졌다(이하 피고와 선정자들을 통틀어 ‘피고","[1] 민법 제357조 제1항 , 민사소송법 제288조 [증명책임] [2] 민법 제103조","[1] 대법원 2011. 4. 28. 선고 2010다107408 판결 , 대법원 2017. 9. 12. 선고 2015다225011 판결 / [2] 대법원 2015. 1. 15. 선고 2014다62831 판결","부동산, 토지, 매매, 매수, 매도, 매매계약, 소유권이전, 등기, 근저당, 저당권, 담보, 명의신탁",전문 원문: https://www.law.go.kr/LSW/precInfoP.do?precSeq=615663,civil_sale_effect,민법 제568조 매매의 효력,civil_sale_effect|민법 제568조 매매의 효력
56,CASE_2017_00056,2015가단5399533,손해배상(기),서울중앙지방법원,2017-09-15,민사,판결,1심,1. 원고의 청구를 모두 기각한다. 2. 소송비용은 원고가 부담한다.,"홍성준) 【피 고】 피고 (소송대리인 법무법인 혜안 담당변호사 최병천) 【변론종결】 2017. 8. 18. 【주 문】 1. 원고의 청구를 모두 기각한다. 2. 소송비용은 원고가 부담한다. 【청구취지】 피고는 원고에게 50,000,000원 및 이에 대한 2015. 12. 1.부터 이 사건 소장부본 송달일까지 연 5%의, 그 다음 날부터 갚는 날까지 연 15%의 각 비율에 의한 돈을 지급하라. 【이 유】 1. 기초사실 가. 원고는 2011. 10. 13. 임대인 소","1. 기초사실 가. 원고는 2011. 10. 13. 임대인 소외 1과 사이에 서울 종로구 (주소 생략) 소재 □□빌딩 중 2, 3, 4, 5층(이하 이 사건 임대목적물이라 한다)에 관하여 임대차기간 2011. 12. 26.부터 2013. 12. 25.까지, 보증금 5,000만 원, 차임 월 600만 원(부가가치세 별도)로 정한 임대차계약(이하 이 사건 임대차계약이라 한다)을 체결하였다. 나. 원고는 2011. 12. 26. 소외 1과 사이에 아래 표 기재 내용과 같은 ‘시설 투자비 상환약정’을 체결하였다. 이 사건 임대목적물에 ◇",원문 참조,없음,"상가, 토지, 건물, 임대목적물, 임대차, 보증금, 임대인, 임차인, 월세, 임대차계약, 매수, 공인중개",전문 원문: https://www.law.go.kr/LSW/precInfoP.do?precSeq=209296,realtor_prohibited_acts,공인중개사법 제33조 금지행위,civil_nonperformance_damages|민법 제390조 채무불이행 손해배상; civil_sale_effect|민법 제568조 매매의 효력; civil_lease_definition|민법 제618조 임대차의 의의; realtor_prohibited_acts|공인중개사법 제33조 금지행위
57,CASE_2025_00057,2023다244871,보증채무금,대법원,2025-05-29,민사,판결,상고심,상고기각,"[1] 약관의 해석 원칙 [2] 甲 은행이 전세계약서에 기재된 보증금을 근거로 임차인에게 전세대출을 실행하였고, 주택도시보증공사는 甲 은행과의 보증업무위탁 협약에 따라 위 대출채무를 보증하였으며, 위 협약에 적용되는 보증약관 제30조 제2항 제7호는 특약주채무자가 ‘사기 또는 허위의 전세계약으로 보증부대출을 받았을 때’를 면책사유로 정하고 있었는데, 임차인이 실제로 계약서에 적힌 금액보다 적은 금액만을 임대인에게 지급한 상태에서 전입 및 확정일자를 갖추었고 이후 대출 만기가 도래하였음에도 임차인이 甲 은행에 대출금을 변제하지 않자, 甲 은행이 보증공사에 보증계약에 기...","는 이를 보충하는 범위에서)를 판단한다. 1. 사안의 개요 원심판결 이유와 기록에 따르면 다음과 같은 사실을 알 수 있다. 가. 원고는 2017. 8. 31.경 전세보증금이 264,000,000원으로 기재된 이 사건 전세계약서를 근거로 임차인 소외 1에게 210,000,000원의 주택자금대출을 실행하였다(이하 ‘이 사건 대출’이라 한다). 나. 주위적 피고 주택도시보증공사(이하 ‘피고 보증공사’라 한다)는 원고와 체결한 보증업무위탁 협약에 따라 이 사건 대출채무를 보증하였는데, 보증업무위탁 협약에 적용되는 전세금안심대출보증약관(이하 ‘이 사건 보증약관’이라 한다) 제30조 제2항 제7호는 특약주채무자가 ‘사기 또는 허위의 전세계약으로 보",[1] 약관의 규제에 관한 법률 제5조 [2] 약관의 규제에 관한 법률 제5조,[1] 대법원 2021. 10. 14. 선고 2018다279217 판결,"주택, 임대차, 전세, 보증금, 전세금, 임대인, 임차인, 임대차계약, 담보, 사기, 허위, 기각",전문 원문: https://www.law.go.kr/LSW/precInfoP.do?precSeq=613097,civil_fraud_duress,민법 제110조 사기·강박에 의한 의사표시,civil_fraud_duress|민법 제110조 사기·강박에 의한 의사표시; civil_lease_definition|민법 제618조 임대차의 의의
58,CASE_2025_00058,2025도978,절도(인정된죄명:재물손괴·횡령)[권원없이 식재한 수목의 과실을 수취한 행위가 재물손괴죄 또는 횡령죄에 해당하는지 문제 된 사건],대법원,2025-07-17,형사,판결,상고심,파기환송,[1] 재물손괴죄의 성립요건 및 영득죄와의 구별 / 다른 사람의 소유물을 본래의 용법에 따라 무단으로 사용·수익하는 행위가 재물손괴죄에 해당하는지 여부 (소극) [2] 횡령죄의 구성요건 중 ‘보관’의 의미(=위탁관계에 의하여 재물을 점유하는 것) / 횡령죄의 성립에 필요한 법률상 또는 사실상의 위탁신임관계는 횡령죄로 보호할 만한 가치 있는 신임에 의한 것으로 한정되는지 여부 (적극) 및 이러한 위탁관계가 있는지 판단하는 기준 [3] 피고인이 피해자 甲이 다른 사람과 공동소유하는 토지에 권원 없이 사과나무 등 과수를 식재하고 2021. 10.경 및 2022. 10.경...,"[1] 재물손괴죄( 형법 제366조 )는 다른 사람의 재물을 손괴 또는 은닉하거나 그 밖의 방법으로 그 효용을 해한 경우에 성립하는 범죄로, 행위자에게 다른 사람의 재물을 자기 소유물처럼 그 경제적 용법에 따라 이용·처분할 의사(불법영득의사)가 없다는 점에서 절도, 강도, 사기, 공갈, 횡령 등 영득죄와 구별된다. 다른 사람의 소유물을 본래의 용법에 따라 무단으로 사용·수익하는 행위는 소유자를 배제한 채 물건의 이용가치를 영득하는 것이고, 그 때문에 소유자가 물건의 효용을 누리지 못하게 되었더라도 효용 자체가 침해된 것이 아니므로 재물손괴죄에 해당하지 않는다. [2] 횡령죄에서 보관이란 위탁관계에 의하여 재물을 점유하는 것을 뜻하므로 횡령죄가 성립하기 위하여는 재물의 보관...","[1] 형법 제329조 , 제355조 제1항 , 제366조 [2] 형법 제355조 제1항 [3] 형법 제329조 , 제355조 제1항 , 제366조","[1] 대법원 2022. 11. 30. 선고 2022도1410 판결 (공2023상, 222) / [2] 대법원 2016. 5. 19. 선고 2014도6992 전원합의체 판결 (공2016상, 817), 대법원 2022. 6. 30. 선고 2017도21286 판결 (공2022하, 1536)","토지, 임대차, 매수, 소유권이전, 공유지분, 등기, 공갈, 사기, 횡령, 무죄, 파기",전문 원문: https://www.law.go.kr/LSW/precInfoP.do?precSeq=607845,embezzlement_breach_of_trust,형법 제355조·제356조 횡령·배임,embezzlement_breach_of_trust|형법 제355조·제356조 횡령·배임; civil_sale_effect|민법 제568조 매매의 효력; civil_lease_definition|민법 제618조 임대차의 의의
59,CASE_2025_00059,2022도3103,경매방해·사기미수[부동산경매절차에서 허위의 임차권에 기하여 권리신고 및 배당요구를 한 경우 경매방해죄 성립 여부가 문제된 사건],대법원,2025-01-09,형사,판결,상고심,파기환송,"[1] 경매방해죄의 성립요건으로 결과의 불공정이 현실적으로 나타나는 것을 요하는지 여부 (소극) / 경매방해죄에서 ‘경매의 공정을 해하는 행위’의 의미 및 이에 해당하는지를 판단하기 위한 법원의 심리방법 [2] 피고인이 관련 부동산강제경매사건에서, 甲에게 임대차보증금을 지급하고 甲 소유의 빌라를 임차하였다는 내용으로 허위작성된 부동산 임대차계약서(위 경매절차에 대한 개시결정 후 만든 것)를 첨부한 ‘권리신고 및 배당요구신청서’를 법원에 제출함으로써 허위의 임대차계약서를 작성하여 대항력 있는 주택임차인인 것처럼 경매법원에 신고하여 위계로써 경매의 공정을 해하였다는 공소...","[1] 경매방해죄는 위계 또는 위력 기타의 방법으로 경매의 공정을 해하는 경우에 성립하는 추상적 위험범으로서 결과의 불공정이 현실적으로 나타나는 것을 요하지 아니한다. 여기서 ‘경매의 공정을 해하는 행위’란 공정한 자유경쟁을 방해할 염려가 있는 상태를 발생시키는 것으로서 가격을 결정하는 데 있어서뿐 아니라 적법하고 공정한 경쟁방법 자체를 해하는 행위를 포함한다. 법률적으로 경매결과에 영향을 미칠 수 있는 행위뿐 아니라 경매에 참가하려는 자의 의사결정에 사실상 영향을 미칠 수 있는 행위도 ‘경매의 공정을 해하는 행위’에 해당할 수 있다. 따라서 사실심으로서는 이에 해당하는지 여부를 판단하기 위해서 경매 목적물에 대한 객관적 법률관계와 현실적 점유 상태, 경매절차에서 한 권리...","[1] 형법 제315조 [2] 형법 제315조 , 주택임대차보호법 제3조 제1항 , 제3조의2 제2항 [3] 형법 제347조 제1항 , 제352조 , 주택임대차보호법 제3조 제1항 , 제3조의2 제2항","[1] 대법원 2006. 6. 9. 선고 2005도8498 판결 (공2006하, 1302)","부동산, 주택, 건물, 빌라, 임대차, 보증금, 임차권, 임대인, 임차인, 주택임대차, 임대차계약, 등기",전문 원문: https://www.law.go.kr/LSW/precInfoP.do?precSeq=600289,criminal_fraud,형법 제347조 사기죄,criminal_fraud|형법 제347조 사기죄; civil_lease_definition|민법 제618조 임대차의 의의
60,CASE_2026_00060,2025가단107133,배당이의,서울북부지법,2026-01-23,민사,판결,1심,청구기각,"甲 소유의 주택에 관하여 임대차계약을 체결한 乙이 은행으로부터 전세자금대출을 받으면서 주택도시보증공사와 전세금 안심대출보증약정을 체결하였고, 당시 乙은 전세자금대출금 채무를 담보하기 위하여 임대차보증금 반환채권을 공사에 양도하기로 하는 내용의 채권양도계약을 체결하고 甲에게 채권양도사실을 통지하였는데, 임대차계약 체결 이후 甲이 丙에게 주택을 매도하여 丙이 임대인 지위를 승계하였음에도 임대차계약 기간 만료 후 乙에게 임대차보증금을 지급하지 않음에 따라 공사가 보증약정에 기하여 乙에게 임대차보증금을 대신 지급하였으며, 그 후 개시된 주택의 경매절차에서 확정일자부 임차인...","甲 소유의 주택에 관하여 임대차계약을 체결한 乙이 은행으로부터 전세자금대출을 받으면서 주택도시보증공사와 전세금 안심대출보증약정을 체결하였고, 당시 乙은 전세자금대출금 채무를 담보하기 위하여 임대차보증금 반환채권을 공사에 양도하기로 하는 내용의 채권양도계약을 체결하고 甲에게 채권양도사실을 통지하였는데, 임대차계약 체결 이후 甲이 丙에게 주택을 매도하여 丙이 임대인 지위를 승계하였음에도 임대차계약 기간 만료 후 乙에게 임대차보증금을 지급하지 않음에 따라 공사가 보증약정에 기하여 乙에게 임대차보증금을 대신 지급하였으며, 그 후 개시된 주택의 경매절차에서 확정일자부 임차인 乙의 권리승계인으로서 공사를 2순위, 후순위 근저당권자로서 丁을 3순위로 하는 배당표가 작성되자, 丁이 乙은...","주택임대차보호법 제3조 제4항 , 제3조의2 제7항 제9호 , 민법 제480조 , 제481조",없음,"부동산, 주택, 건물, 빌라, 임대차, 전세, 보증금, 전세금, 임대인, 임차인, 주택임대차, 임대차계약",전문 원문: https://www.law.go.kr/LSW/precInfoP.do?precSeq=616251,civil_lease_definition,민법 제618조 임대차의 의의,civil_lease_definition|민법 제618조 임대차의 의의
61,CASE_2026_00061,2025다210305,배당이의[주택임대차보호법 제3조 제2항에서 정한 법인인 임차인이 대항력과 우선변제권을 상실하였다는 이유로 해당 주택에 관한 근저당권자가 배당이의를 한 사건],대법원,2026-02-26,민사,판결,상고심,상고기각,"주택임대차보호법 제3조 제2항 에 따라 입주자가 전세임대주택을 인도받고 주민등록을 마침으로써 법인인 임차인이 대항력을 갖추었는데 이후 입주자가 해당 주택을 양수함으로써 주택의 소유자가 된 경우, 임차인의 대항력이 입주자의 소유권 취득 시에 소멸하는지 여부 (적극)","주택임대차보호법 제3조 제2항 은 주택도시기금을 재원으로 하여 저소득층 무주택자에게 주거생활 안정을 목적으로 전세임대주택을 지원하는 법인이 주택을 임차한 후 지방자치단체의 장 또는 그 법인이 선정한 입주자가 그 주택을 인도받고 주민등록을 마쳤을 때에는 주택임대차보호법 제3조 제1항 에 따른 대항력 및 같은 법 제3조의2 제2항 에 따른 우선변제권을 인정하고 있다. 그러나 주택임대차보호법 제3조 제2항 에 따라 입주자가 전세임대주택을 인도받고 주민등록을 마침으로써 법인인 임차인이 대항력을 갖추었더라도 이후 입주자가 해당 주택을 양수함으로써 주택의 소유자가 된 경우, 입주자의 주민등록은 주택에 관하여 입주자의 소유권이전등기가 마쳐진 이후에는 주택임대차의 대항력 인정요건이 되는...","주택임대차보호법 제3조 제1항 , 제2항 , 제3조의2 제2항","대법원 1998. 1. 23. 선고 97다43468 판결 (공1998상, 609), 대법원 1999. 4. 23. 선고 98다32939 판결 (공1999상, 993), 대법원 2000. 2. 11. 선고 99다59306 판결 (공2000상, 688), 대법원 2025. 4. 15. 선고 2024다326398 판결 (공2025상, 821)","부동산, 주택, 토지, 임대차, 전세, 보증금, 임차권, 임차인, 주택임대차, 임대차계약, 매도, 소유권이전",전문 원문: https://www.law.go.kr/LSW/precInfoP.do?precSeq=618185,civil_lease_definition,민법 제618조 임대차의 의의,civil_sale_effect|민법 제568조 매매의 효력; civil_lease_definition|민법 제618조 임대차의 의의
62,CASE_2024_00062,2023나56678,사해행위취소,부산고등법원,2024-10-24,민사,판결,2심,일부인용,"】 2024. 9. 12. 【주 문】 1. 제1심판결을 다음과 같이 변경한다. 가. 피고와 소외 1 사이에 2020. 2. 25. 체결된 별지 부동산의 표시 기재 부동산 중 2분의 1 지분에 관한 2019. 7. 23. 자 매매계약에 대한 합의해제를 770,443,045원의 범위에서 취소한다. 나. 피고는 원고에게 770,443,045원과 이에 대하여 이 판결 확정일 다음날부터 다 갚는 날까지 연 5%로 계산한 돈을 지급하라. 다. 원고의 나머지 청구를 기각한다",". 7. 1.부터 2020. 3. 13.까지 약사 소외 7의 명의를 각각 빌려 ○○○약국을 개설·운영하면서 위 ○○○약국이 정당하게 개설된 약국인 것처럼 원고를 기망하여 원고로부터 보험급여 등을 편취하였다. 2) 부산지방검찰청 소속 검사는 2020. 4. 29. 부산지방법원 2020고합166호로 소외 1의 위 1)항 기재 행위에 대하여 약사법위반 및 특정경제범죄가중처벌등에관한법률위반(사기)의 공소사실로 기소하였고, 위 법원은 2020. 8. 14. 위 공소사실을 전부 유죄로 인정하여 소외 1에게 징역 3년의 판결을 선고하였다. 3) 위 판결에 대하여 소외 1만 양형부당을 이유로 이 법원 2020노466호로 항소하였다. 이 법원은 2020",원문 참조,없음,"부동산, 토지, 건물, 임대차, 전세, 보증금, 전세금, 전세권, 매매, 매수, 매도, 매매계약",전문 원문: https://www.law.go.kr/LSW/precInfoP.do?precSeq=606041,civil_fraud_duress,민법 제110조 사기·강박에 의한 의사표시,aggravated_economic_crime|특정경제범죄 가중처벌 등에 관한 법률 제3조; civil_fraud_duress|민법 제110조 사기·강박에 의한 의사표시; civil_sale_effect|민법 제568조 매매의 효력; civil_lease_definition|민법 제618조 임대차의 의의
63,CASE_2025_00063,2022도11083,사기미수·경매방해·부동산실권리자명의등기에관한법률위반,대법원,2025-01-09,형사,판결,상고심,"원심판결 중 피고인들에 대한 경매방해 부분을 파기하고, 이 부분 사건을 서울남부지방법원에 환송한다.",경매방해죄에서 ‘경매의 공정을 해하는 행위’의 의미 및 법률적으로 경매결과에 영향을 미칠 수 있는 행위뿐 아니라 경매에 참가하려는 자의 의사결정에 사실상 영향을 미칠 수 있는 행위도 이에 해당할 수 있는지 여부 (적극) / ‘경매의 공정을 해하는 행위’에 해당하는지를 판단하기 위해서 사실심법원이 심리하여야 할 사항 및 심리 정도,"상고이유를 판단한다. 1. 쟁점 공소사실(경매방해의 점)의 요지 피고인 1은 2009. 10. 22. 용인시 처인구 양지면 ○○리에 있는 (건물명 생략) 빌라(이하 ‘○○빌라’라 한다) △△△동□□□호(이하 ‘이 사건 제1부동산’이라 한다) 및 ◇◇◇호(이하 ‘이 사건 제2부동산’이라 한다)의 소유권을 매매계약에 기하여 공소외 1로부터 이전받은 후 2016. 12. 20. 위 매매계약에 대한 사해행위취소 판결이 확정됨에 따라 위 소유권이전등기가 말소될 때까지 위 각 부동산을 소유하였던 사람이고, 피고인 2는 피고인 1로",형법 제315조,"대법원 2006. 6. 9. 선고 2005도8498 판결 (공2006하, 1302)","부동산, 주택, 건물, 빌라, 임대차, 전세, 보증금, 임차권, 임대인, 임차인, 임대차계약, 매매",전문 원문: https://www.law.go.kr/LSW/precInfoP.do?precSeq=606691,criminal_fraud,형법 제347조 사기죄,criminal_fraud|형법 제347조 사기죄; civil_sale_effect|민법 제568조 매매의 효력; civil_lease_definition|민법 제618조 임대차의 의의
64,CASE_2025_00064,"2024다305605, 305612",건물인도·손해배상(기),대법원,2025-11-20,민사,판결,상고심,상고기각,"[1] 임대인이 스스로 영업할 계획이라는 이유만으로 임차인이 주선한 신규임차인이 되려는 자와 임대차계약의 체결을 거절한 경우, 상가건물 임대차보호법 제10조의4 제1항 제4호 에서 정한 정당한 사유가 있다고 볼 수 있는지 여부 (소극) [2] 임차인이 임대인에게 권리금 회수 방해로 인한 손해배상을 구하기 위해서는 임차인이 신규임차인이 되려는 자를 주선하였어야 하는지 여부 (원칙적 적극) / 임대인이 정당한 사유 없이 임차인이 주선할 신규임차인이 되려는 자와 임대차계약을 체결할 의사가 없음을 확정적으로 표시한 경우, 임차인이 실제로 신규임차인을 주선하지 않았더라도 임대...","[1] 상가건물 임대차보호법(이하 ‘상가임대차법’이라 한다) 제10조의4 의 문언과 내용, 입법 취지에 비추어 보면, 임대인이 스스로 영업할 계획이라는 이유만으로 임차인이 주선한 신규임차인이 되려는 자와 임대차계약의 체결을 거절한 것에는 상가임대차법 제10조의4 제1항 제4호 에서 정한 정당한 사유가 있다고 볼 수 없다. [2] 임차인이 임대인에게 권리금 회수 방해로 인한 손해배상을 구하기 위해서는 원칙적으로 임차인이 신규임차인이 되려는 자를 주선하였어야 한다. 그러나 임대인이 정당한 사유 없이 임차인이 신규임차인이 되려는 자를 주선하더라도 그와 임대차계약을 체결하지 않겠다는 의사를 확정적으로 표시하였다면 이러한 경우에까지 임차인에게 신규임차인을 주선하도록 요구하는 것은...","[1] 상가건물 임대차보호법 제10조의4 제1항 제4호 [2] 상가건물 임대차보호법 제10조의4 제1항 제4호 , 제3항 [3] 상가건물 임대차보호법 제10조의4 제1항 제4호 , 제3항","[1] 대법원 2020. 9. 3. 선고 2018다252441, 252458 판결, 대법원 2020. 12. 24. 선고 2020다240175, 240182 판결 / [2] 대법원 2019. 7. 4. 선고 2018다284226 판결 (공2019하, 1519)","상가, 건물, 임대차, 보증금, 임대인, 임차인, 임대차계약, 매수, 소유권이전, 등기, 손해배상, 기각",전문 원문: https://www.law.go.kr/LSW/precInfoP.do?precSeq=613161,civil_lease_definition,민법 제618조 임대차의 의의,civil_nonperformance_damages|민법 제390조 채무불이행 손해배상; civil_sale_effect|민법 제568조 매매의 효력; civil_lease_definition|민법 제618조 임대차의 의의
65,CASE_2022_00065,2019다219953,기타(금전),대법원,2022-08-11,민사,판결,상고심,파기환송,"[1] 영업용 건물의 임대차에 수반하여 지급되는 권리금의 법적 성질 및 임대인이 권리금 반환의무를 부담하는지 여부 (원칙적 소극) [2] 甲이 아파트 단지 내 상가를 분양받은 후 乙과 임대차계약을 체결하면서 ‘상가 소유권 변동 등의 사유 발생 시에도 임대차계약은 새로운 임대인에게 동일조건으로 승계되어야 하고, 배액상환 등으로 해제할 수 없다. 임차인 사정으로 입점이 불가능한 경우 임차인은 제3자에게 전대할 수 있고, 이에 임대인은 동의하기로 한다.’는 특약을 하였고, 乙은 甲에게 계약금과 별도로 권리금을 지급하였는데, 이후 乙이 상가에 입점하지 않고 임대차보증금 잔금...","상고이유를 판단한다. 1. 영업용 건물의 임대차에 수반되어 행하여지는 권리금의 지급은 임대차계약의 내용을 이루는 것은 아니고, 권리금은 거기의 영업시설·비품 등 유형물이나 거래처, 신용, 영업상의 노하우(know-how) 또는 점포 위치에 따른 영업상의 이점 등 무형의 재산적 가치의 양도 또는 일정 기간 동안의 이용대가라고 볼 것이어서, 그 유형·무형의 재산적 가치의 양수 또는 약정기간 동안의 이용이 유효하게 이루어진 이상 임대인은 그 권리금의 반환의무를 부담하지 아니한다. 임차인으로서는 당초의 임대차에서 반대되는 약정","[1] 상가건물 임대차보호법 제10조의3 , 민법 제548조 , 제618조 [2] 상가건물 임대차보호법 제10조의3 , 민법 제548조 , 제618조","[1] 대법원 2000. 9. 22. 선고 2000다26326 판결 (공2000하, 2176), 대법원 2001. 4. 10. 선고 2000다59050 판결 (공2001상, 1109), 대법원 2011. 1. 27. 선고 2010다85164 판결 , 대법원 2013. 12. 26. 선고 2013다63257 판결","부동산, 아파트, 상가, 건물, 임대차, 보증금, 임차권, 임대인, 임차인, 임대차계약, 계약금, 잔금",전문 원문: https://www.law.go.kr/LSW/precInfoP.do?precSeq=235337,civil_lease_definition,민법 제618조 임대차의 의의,civil_sale_effect|민법 제568조 매매의 효력; civil_lease_definition|민법 제618조 임대차의 의의
66,CASE_2025_00066,2024나65751,분담금반환청구등,수원지방법원,2025-04-24,민사,판결,2심,1. 이 법원에서 추가한 선택적 청구를 포함하여 제1심판결을 다음과 같이 변경한다. 원고의 청구를 모두 기각한다. 2. 소송총...,1. 이 법원에서 추가한 선택적 청구를 포함하여 제1심판결을 다음과 같이 변경한다. 원고의 청구를 모두 기각한다. 2. 소송,"1. 기초사실 가. 피고는 평택시 (지번 생략) 일원에 아파트를 건설하여 분양하는 사업(이하 ‘이 사건 사업’이라고 한다)을 하기 위하여 결성된 비법인사단이다. 나. 원고는 2021. 6. 12. 피고와 사이에 이 사건 사업으로 신축될 아파트 1세대를 분양받기 위하여 업무대행비를 포함한 분담금을 339,200,000원으로 정하여 조합원가입계약(이하 ‘이 사건 조합원가입계약’이라고 한다)을 체결하였다. 다. 원고는 2021. 6. 12. 피고 측으로부터 ‘피고는 계약자 선착순 내지 행운 이벤트 당첨자인 원고에게 20,000,000원 상",원문 참조,없음,"주택, 아파트, 계약금, 분양, 지역주택조합, 조합원, 분담금, 업무대행비, 등기, 사기, 기망, 허위",전문 원문: https://www.law.go.kr/LSW/precInfoP.do?precSeq=609337,civil_fraud_duress,민법 제110조 사기·강박에 의한 의사표시,civil_fraud_duress|민법 제110조 사기·강박에 의한 의사표시; civil_sale_effect|민법 제568조 매매의 효력
67,CASE_2021_00067,2020가단265425,부인의소,인천지방법원,2021-11-19,민사,판결,1심,원고승소,"고, 2020. 6. 26. 파산선고를 받았다. 원고는 위 파산사건에서 ○○○의 파산관재인으로 선임되었다. 나. ○○○은 자신이 소유한 유일한 부동산인 인천 미추홀구 (주소 생략) 빌라(동호수 생략)(이하 ‘이 사건 부동산’이라 한다)에 관하여 2019. 2. 26. 피고에게 매매계약(이하 ‘이 사건 매매계약’이라 한다)을 체결하고 2019. 4. 26. 소유권이전등기를 마쳐주었다. 다. 이 사건 매매계약의 계약서에는 매매대금이 110,000,000원으로 되어","○은 자신이 소유한 유일한 부동산인 인천 미추홀구 (주소 생략) 빌라(동호수 생략)(이하 ‘이 사건 부동산’이라 한다)에 관하여 2019. 2. 26. 피고에게 매매계약(이하 ‘이 사건 매매계약’이라 한다)을 체결하고 2019. 4. 26. 소유권이전등기를 마쳐주었다. 다. 이 사건 매매계약의 계약서에는 매매대금이 110,000,000원으로 되어 있으나 실제 매매대금은 82,000,000원이었다. 라. ○○○이 파산신청 당시 작성한 진술서에 의하면 ○○○은 대출금을 변제하지 못해 사채까지 이용하게 되어 이 사건 부동산을 매도하기로 하고 매매대금 82,000,000원으로 정하여 피고와 매매계약을 체결하였고, 근저당권설정된 소외 1과 주식회",원문 참조,없음,"부동산, 빌라, 매매, 매수, 매도, 매매계약, 매매대금, 소유권이전, 공인중개, 중개보조, 등기, 근저당",전문 원문: https://www.law.go.kr/LSW/precInfoP.do?precSeq=238767,realtor_prohibited_acts,공인중개사법 제33조 금지행위,civil_sale_effect|민법 제568조 매매의 효력; realtor_prohibited_acts|공인중개사법 제33조 금지행위
68,CASE_2024_00068,2022다281378,지급보증금등청구의소[사용자책임에 따른 손해배상을 구하는 사건에서 피해자가 피용자의 불법행위가 사무집행행위에 해당하지 않음을 알았거나 알지 못한 데 중대한 과실이 있는지 여부가 문제된 사건],대법원,2024-11-14,민사,판결,상고심,상고기각,"[1] 외형상 객관적으로 사용자의 업무와 관련된 것으로 보이는 피용자의 불법행위가 그의 사무집행행위에 해당하지 않음을 피해자 자신이 알았거나 중대한 과실로 인하여 알지 못한 경우, 사용자책임이 발생하는지 여부 (소극) 및 피해자에게 악의 또는 중과실이 있는지 판단하는 방법 [2] 甲 주식회사가 乙 농업협동조합의 경제사업소장이 작성한 지급보증서를 신뢰하여 丙 주식회사에 대출을 해주었는데, 丙 회사로부터 변제를 받지 못하자, 甲 회사가 乙 농업협동조합을 상대로 경제사업소장이 지급보증서를 작성한 행위는 외형상 乙 농업협동조합의 사무집행에 관한 행위라는 이유로 사용자책임에...","[1] 피용자의 불법행위가 외형상 객관적으로 사용자의 업무와 관련된 것으로 보여지는 경우에 사용자로 하여금 그에 대해 책임을 지게 하는 이른바 외형이론은 그 외형에 대한 사회적 신뢰의 보호와 형평의 관념에서 우러나온 것이므로, 그것이 사무집행행위에 해당하지 않음을 피해자 자신이 알았거나 중대한 과실로 인하여 알지 못한 경우에는 공평의 관점에서 상대방을 구태여 보호할 필요가 없다고 봄이 상당하고, 이를 판단함에 있어서는 그 행위가 법령상의 제한을 위반한 것인지에 대한 상대방의 인식가능성, 상대방의 경험이나 지위, 쌍방의 종래의 거래관계, 당해 행위의 성질과 내용 등을 종합적으로 고려하여야 한다. [2] 甲 주식회사가 乙 농업협동조합의 경제사업소장이 작성한 지급보증서를 신뢰하...",[1] 민법 제756조 [2] 민법 제756조,[1] 대법원 2007. 9. 6. 선고 2005다20422 판결,"부동산, 보증금, 매매, 조합원, 담보, 인감증명, 위조, 손해배상, 불법행위, 기각, 파기, 무효",전문 원문: https://www.law.go.kr/LSW/precInfoP.do?precSeq=242007,civil_lease_definition,민법 제618조 임대차의 의의,civil_nonperformance_damages|민법 제390조 채무불이행 손해배상; civil_sale_effect|민법 제568조 매매의 효력; civil_lease_definition|민법 제618조 임대차의 의의
